1,10045.3,995.39
12,-0.959952,24855.1
23,-0.536825,53662.5
34,0.229421,43648.6
45,0.00946834,43239.2
56,-0.0682537,46406.6
67,0.00308703,46263.8
78,0.173041,39439.2
89,-0.0757047,42669.5
100,-0.138545,49531.9
111,0.0206515,48529.7
122,0.112951,43604.5
133,-0.22068,55952
144,0.397942,40024.6
155,0.183997,33804.6
166,-0.135621,39108.6
177,-0.0981332,43364
188,0.0257675,42274.7
199,-0.0659963,45261.8
210,0.145642,39507.8
221,-0.12789,45301.4
232,0.196619,37857.9
243,-0.111384,42603.2
254,-0.130935,49021.9
265,0.00771239,48646.7
276,0.0138084,47984.1
287,0.136638,42215.8
298,0.0382626,40660.1
309,-0.0592119,43219.1
320,-0.0256844,44358.5
331,-0.0928911,48900.9
342,-0.00931241,49360.6
353,0.115375,44254.7
364,0.0936073,40466.7
375,-0.0642746,43246.4
386,-0.0685975,46431.5
397,-0.0752594,50210.3
408,0.161038,43246
419,-0.0939559,47730.6
430,-0.0174433,48577.9
441,0.0327351,47038.1
452,0.0198916,46120.7
463,0.0555873,43692
474,-0.0793115,47455.8
485,0.0605058,44748.2
496,-0.029883,46126.6
507,0.0836972,42564.1
518,-0.0702987,45782.6
529,-0.0311454,47254.4
540,-0.0208513,48260.7
551,0.0609901,45486.4
562,0.00191691,45399.4
573,-0.0443766,47507.6
584,0.0712127,44349.4
595,0.00887856,43959.1
606,-0.0509308,46318.1
617,0.032077,44878.6
628,0.0213394,43940.9
639,0.0152654,43280.2
650,-0.101557,48172.4
661,0.121905,42938.1
672,-0.0919546,47286.3
683,0.0304633,45888.4
694,0.0884217,42160.5
705,-0.103118,47007.8
716,-0.0199898,47966.6
727,0.0927578,43895
738,-0.00781689,44240.9
749,-0.0672592,47431
760,-0.0164323,48223.5
771,0.165156,41388
782,-0.0827715,45122.9
793,-0.0581505,47908.8
804,0.0524767,45520.1
815,-0.00260036,45638.7
826,-0.00633117,45929.5
837,0.044594,43968.8
848,-0.0479883,46185.1
859,0.0482321,44060
870,0.0205474,43172.9
881,0.000655091,43144.7
892,-0.0310509,44527.3
903,0.108609,40165
914,-0.17902,48923.2
925,0.115619,43853
936,-0.0173696,44628.2
947,-0.0358642,46288.2
958,0.0911048,42423.3
969,-0.0974687,47004.8
980,-0.00844122,47404.9
991,0.0605445,44698.7
1002,0.0254887,43587.7
1013,-0.0161674,44304
1024,0.000599315,44277.4
1035,-0.0553492,46871.7
1046,0.110439,42210.1
1057,0.00806179,41872.5
1068,-0.0169664,42595.2
1079,-0.0368516,44225
1090,-0.0468971,46401
1101,0.0480903,44272
1112,-0.0146781,44931.5
1123,0.0338574,43460
1134,-0.0452637,45520.5
1145,0.044605,43576.7
1156,-0.0577488,46247.5
1167,-0.0287682,47617.3
1178,0.113917,42747.6
1189,-0.0833866,46636.5
1200,0.00105648,46587.3
1211,0.0663911,43686.9
1222,-0.0597006,46460.6
1233,0.0965494,42369.8
1244,0.0137897,41793.5
1255,-0.0501122,43998.3
1266,0.0318832,42638.9
1277,-0.103899,47582.6
1288,-0.00974519,48050.9
1299,0.0336267,46487.7
1310,-0.0140542,47150.3
1321,0.0781604,43732.2
1332,-0.0851225,47801.2
1343,0.0763355,44411
1354,0.0714833,41448.2
1365,-0.0839119,45244.7
1376,0.00330145,45095.9
1387,-0.0312704,46551.6
1398,0.054454,44147.5
1409,0.00149834,44081.5
1420,0.00922344,43678.6
1431,-0.0644574,46688
1442,0.0752626,43420.1
1453,-0.0709822,46737.6
1464,0.006835,46420.4
1475,0.021697,45434.6
1486,0.0129719,44852.7
1497,-0.00974531,45294.1
1508,-0.0567822,48020.9
1519,0.0451305,45947.3
1530,2.34938e-05,45946.2
1541,0.00108697,45896.3
1552,0.000744529,45862.1
1563,0.0106725,45377.8
1574,0.0480279,43298.3
1585,-0.0550118,45818.9
1596,0.0148426,45148.8
1607,-0.00997226,45603.5
1618,-0.0403766,47522.3
1629,0.0463992,45415.1
1640,0.0190639,44565.5
1651,-0.0401101,46427.7
1662,0.0718222,43316.6
1673,-0.0483905,45519.3
1684,0.0617999,42870
1695,-0.0344435,44399.3
1706,0.00529493,44165.4
1717,0.0117211,43653.7
1728,0.0107526,43189.3
1739,-0.0475595,45346
1750,0.0115598,44827.8
1761,0.00208475,44734.5
1772,-0.0246045,45862.9
1783,0.0326159,44414.3
1794,-0.0213986,45385.5
1805,-0.013296,45997.1
1816,0.0237204,44931.3
1827,0.00684758,44625.7
1838,0.0600913,42096.1
1849,-0.0389653,43802.9
1860,0.0142094,43189.2
1871,-0.0508268,45501.9
1882,0.0162865,44772.7
1893,0.0264583,43618.7
1904,-0.0101036,44063.9
1915,-0.0114164,44572.7
1926,-0.0296696,45935.6
1937,0.0515995,43681.7
1948,-0.00774276,44022.5
1959,-0.0263615,45214.4
1970,-0.0101606,45678.6
1981,0.0474898,43607.6
1992,-0.0176915,44393
2003,-0.0689405,47680.1
2014,0.101892,43271.1
2025,-0.0495018,45524.7
2036,0.0267296,44339.5
2047,-0.0506617,46705.7
2058,0.0572185,44177.9
2069,0.0108938,43701.8
2080,0.00676212,43408.3
2091,-0.0500579,45695.7
2102,0.0740043,42547.1
2113,-0.0633508,45424.8
2124,0.00643475,45134.3
2135,-0.035731,46806.8
2146,0.0424494,44900.8
2157,0.0343765,43408.5
2168,0.00744878,43087.6
2179,-0.0281247,44334.5
2190,-0.0431177,46332.2
2201,0.034784,44774.8
2212,0.0125048,44221.8
2223,-0.0387822,46006
2234,0.0353808,44433.9
2245,-0.0202444,45352
2256,-0.012981,45948.5
2267,-0.0221551,46989.5
2278,0.0533351,44610.3
2289,-0.00084079,44647.8
