1,9.999e+06
11,-14496.6
21,-18373.8
31,13679.2
41,-19859.6
51,-8970.19
61,-2187.73
71,12981.4
81,-4684.46
91,-2609.46
101,-5701.05
111,2688.08
121,17928.6
131,-12188.2
141,3622.44
151,-890.608
161,-7896.09
171,-5959.98
181,10302.9
191,-4645.66
201,6576.74
211,-2957.74
221,-664.057
231,6577.59
241,-3842.31
251,-522.798
261,-3050.04
271,814.802
281,1793.68
291,3678.06
301,-1184.11
311,414.419
321,-9311.19
331,1032.38
341,4025.11
351,5620.73
361,-7450.22
371,-2817.23
381,3497.37
391,47.5994
401,-59.6216
411,4191.04
421,-2819.73
431,3358.33
441,-5730.57
451,8123.07
461,-4982.94
471,1507.04
481,-4024.74
491,3149.76
501,-1402.56
511,2231.39
521,-3645.11
531,1048.85
541,4800.89
551,-5253.97
561,-1974.68
571,5059.85
581,-3340.18
591,5123.31
601,-4668.44
611,543.545
621,-326.448
631,2740.64
641,-3865.44
651,1269.47
661,1986.74
671,-5787.03
681,6700.62
691,-3998.24
701,1797.27
711,-2708.58
721,7375.05
731,-7227.2
741,5223.67
751,-1720.85
761,-1820.89
771,3716.26
781,-799.742
791,-3325.04
801,2110.95
811,-4995.81
821,2227.07
831,6283.07
841,-8242.5
851,5593.49
861,-1343.96
871,-1207
881,1942.81
891,-525.727
901,-1382.68
911,514.331
921,675.114
931,-2557.7
941,2301.53
951,1180.37
961,-3854.67
971,1397.85
981,2390.4
991,-1692.83
1001,972.052
1011,-1103.79
1021,495.272
1031,-2205.37
1041,6912.13
1051,-3372.11
1061,1701.85
1071,-3622.33
1081,-2107.85
1091,2365.57
1101,391.27
1111,602.024
1121,-1047.99
1131,-2884.96
1141,1156.64
1151,616.878
1161,1503.92
1171,-57.6737
1181,2804.35
1191,-4725.28
1201,3350.1
1211,-732.886
1221,87.7041
1231,-4780.33
1241,4783.11
1251,-3836.85
1261,4194.46
1271,156.462
1281,-1828.83
1291,1671.99
1301,-3444.69
1311,-249.338
1321,3200.97
1331,2018.18
1341,-2617.27
1351,-2268.09
1361,2279.8
1371,-3037.95
1381,740.005
1391,-247.414
1401,600.851
1411,1339.88
1421,1103.78
1431,-2867.57
1441,1422.81
1451,-404.628
1461,1903.11
1471,-2313.09
1481,-3833.43
1491,4551.03
1501,-2925.37
1511,2393.75
1521,2212.56
1531,-1941.66
1541,-273.348
1551,2786.7
1561,-1251.2
1571,-1394.9
1581,2910.18
1591,-2490.32
1601,1921.18
1611,2882.87
1621,-3880.68
1631,-1231.32
1641,-1074.63
1651,290.648
1661,1154.54
